index,date,p1,p2,p3,p4,p5,w1,w2,w3,n1,n2,n3,n4,n5,n6,b,nn1,nn2,nn3,nn4,nn5,nn6,
413,2010.10.30,4,36,1256,62797,1062284,2814673500 ,52123584 ,1493989 ,2,9,15,23,34,40,3,2,7,6,8,11,6,
412,2010.10.23,7,34,1223,59882,1016225,1656199822 ,56830387 ,1579913 ,4,7,39,41,42,45,40,4,3,32,2,1,3,
411,2010.10.16,12,36,1318,63403,1041554,953227563 ,52957087 ,1446476 ,11,14,22,35,37,39,5,11,3,8,13,2,2,
410,2010.10.09,9,37,1303,65942,1088956,1249335709 ,50648745 ,1438223 ,1,3,18,32,40,41,16,1,2,15,14,8,1,
409,2010.10.02,4,36,1320,64123,1061106,2896989750 ,53647959 ,1463127 ,6,9,21,31,32,40,38,6,3,12,10,1,8,
408,2010.09.25,5,33,1244,62101,1039160,2235375825 ,56448885 ,1497439 ,9,20,21,22,30,37,16,9,11,1,1,8,7,
407,2010.09.18,7,27,1268,65481,1108695,1649707286 ,71283649 ,1517870 ,6,7,13,16,24,25,1,6,1,6,3,8,1,
406,2010.09.11,5,33,1442,66604,1065324,2156142450 ,54448042 ,1246038 ,7,12,21,24,27,36,45,7,5,9,3,3,9,
405,2010.09.04,3,35,1283,63080,1056188,3543878000 ,50626829 ,1381091 ,1,2,10,25,26,44,4,1,1,8,15,1,18,
404,2010.08.28,3,26,1273,63559,1050065,3566659375 ,68589604 ,1400888 ,5,20,21,24,33,40,36,5,15,1,3,9,7,
403,2010.08.21,5,43,1321,63122,1030051,2122396875 ,41131723 ,1338883 ,10,14,22,24,28,37,26,10,4,8,2,4,9,
402,2010.08.14,4,41,1271,62656,1034048,2662206188 ,43287906 ,1396385 ,5,9,15,19,22,36,32,5,4,6,4,3,14,
401,2010.08.07,9,29,1355,59599,949491,1168214792 ,60424904 ,1293227 ,6,12,18,31,38,43,9,6,6,6,13,7,5,
400,2010.07.31,4,30,1254,59141,978194,2669834325 ,59329652 ,1419370 ,9,21,27,34,41,43,2,9,12,6,7,7,2,
399,2010.07.24,8,40,1462,76998,1150232,1276854975 ,42561833 ,1164483 ,1,2,9,17,19,42,20,1,1,7,8,2,23,
398,2010.07.17,4,31,1112,57405,968563,2680625550 ,57647862 ,1607090 ,10,15,20,23,42,44,7,10,5,5,3,19,2,
397,2010.07.10,3,31,1366,66958,1089481,3499519700 ,56443867 ,1280937 ,12,13,17,22,25,33,8,12,1,4,5,3,8,
396,2010.07.03,2,34,1202,61586,1015292,5296622400 ,51927671 ,1468836 ,18,20,31,34,40,45,30,18,2,11,3,6,5,
395,2010.06.26,7,42,1420,64267,1038443,1534635000 ,42628750 ,1260851 ,11,15,20,26,31,35,7,11,4,5,6,5,4,
394,2010.06.19,1,33,1204,56300,967784,10654349100 ,53809844 ,1474855 ,1,13,20,22,25,28,15,1,12,7,2,3,3,
393,2010.06.12,8,35,1072,55951,966901,1362003975 ,51885866 ,1694035 ,9,16,28,40,41,43,21,9,7,12,12,1,2,
392,2010.06.05,6,30,1504,73927,1125811,1713528700 ,57117624 ,1139315 ,1,3,7,8,24,42,43,1,2,4,1,16,18,
391,2010.05.29,1,32,1337,60803,1013235,10508749800 ,54733072 ,1309992 ,10,11,18,22,28,39,30,10,1,7,4,6,11,
390,2010.05.22,1,37,1087,55834,960968,10373997900 ,46729721 ,1590617 ,16,17,28,37,39,40,15,16,1,11,9,2,1,
389,2010.05.15,5,36,1253,60800,1021691,2119027020 ,49051552 ,1409303 ,7,16,18,20,23,26,3,7,9,2,2,3,3,
388,2010.05.08,4,30,1269,61475,1036812,2545543875 ,56567642 ,1337297 ,1,8,9,17,29,32,45,1,7,1,8,12,3,
387,2010.05.01,4,26,1177,58115,978618,2675533500 ,68603424 ,1515454 ,1,26,31,34,40,43,20,1,25,5,3,6,3,
386,2010.04.24,10,59,1683,72203,1114222,1042953330 ,29461959 ,1032832 ,4,7,10,19,31,40,26,4,3,3,9,12,9,
385,2010.04.17,7,36,1235,62096,1026272,1542032700 ,49973282 ,1456712 ,7,12,19,21,29,32,9,7,5,7,2,8,3,
384,2010.04.10,3,41,1215,62090,1030160,3658734200 ,44618710 ,1505652 ,11,22,24,32,36,38,7,11,11,2,8,4,2,
383,2010.04.03,3,28,1251,60525,1010183,3596522100 ,64223609 ,1437459 ,4,15,28,33,37,40,25,4,11,13,5,4,3,
382,2010.03.27,6,32,1212,62267,1046779,1846674900 ,57708591 ,1523660 ,10,15,22,24,27,42,19,10,5,7,2,3,15,
381,2010.03.20,19,62,1981,82120,1211298,565738895 ,28895267 ,904345 ,1,5,10,12,16,20,11,1,4,5,2,4,4,
380,2010.03.13,4,42,1464,77583,1137404,2684274825 ,42607537 ,1222348 ,1,2,8,17,26,37,27,1,1,6,9,9,11,
379,2010.03.06,7,71,1342,62084,1022769,1598999786 ,26274645 ,1390090 ,6,10,22,31,35,40,19,6,4,12,9,4,5,
378,2010.02.27,5,30,1124,59742,1023866,2317698240 ,64380507 ,1718341 ,5,22,29,31,34,39,43,5,17,7,2,3,5,
377,2010.02.20,3,22,1198,58733,1009758,3912085400 ,88911032 ,1632757 ,6,22,29,37,43,45,23,6,16,7,8,6,2,
376,2010.02.13,6,51,1411,69450,1151878,1956915800 ,38370899 ,1386900 ,1,11,13,24,28,40,7,1,10,2,11,4,12,
375,2010.02.06,7,42,1279,64951,1096831,1581284058 ,43924558 ,1442402 ,4,8,19,25,27,45,7,4,4,11,6,2,18,
374,2010.01.30,2,27,1398,69786,1122320,5528717850 ,68255776 ,1318245 ,11,13,15,17,25,34,26,11,2,2,2,8,9,
373,2010.01.23,4,29,1117,57659,987105,2791801125 ,64179337 ,1666250 ,15,26,37,42,43,45,9,15,11,11,5,1,2,
372,2010.01.16,9,37,1368,62564,1038927,1192593200 ,48348373 ,1307668 ,8,11,14,16,18,21,13,8,3,3,2,2,3,
371,2010.01.09,7,29,1201,62102,1028012,1524130543 ,61315597 ,1480560 ,7,9,15,26,27,42,18,7,2,6,11,1,15,
370,2010.01.02,7,32,1168,60549,1058734,1678941943 ,61211425 ,1677026 ,16,18,24,42,44,45,17,16,2,6,18,2,1,
369,2009.12.26,6,31,1157,59383,987272,1842177750 ,59425089 ,1592203 ,17,20,35,36,41,43,21,17,3,15,1,5,2,
368,2009.12.19,7,38,1195,57581,954346,1465825115 ,45003403 ,1431071 ,11,21,24,30,39,45,26,11,10,3,6,9,6,
367,2009.12.12,7,37,1049,55158,955212,1581736586 ,49874578 ,1759161 ,3,22,25,29,32,44,19,3,19,3,4,3,12,
366,2009.12.05,2,39,1617,71467,1028514,5351553900 ,45739777 ,1103186 ,5,12,19,26,27,44,38,5,7,7,7,1,17,
365,2009.11.28,1,35,1181,62472,1014701,10697716800 ,50941509 ,1509698 ,5,15,21,25,26,30,31,5,10,6,4,1,4,
364,2009.11.21,4,37,1259,63195,1043314,2531914800 ,45620087 ,1340702 ,2,5,7,14,16,40,4,2,3,2,7,2,24,
363,2009.11.14,4,33,1216,59672,998514,2615910600 ,52846679 ,1434162 ,11,12,14,21,32,38,6,11,1,2,7,11,6,
362,2009.11.07,6,26,1173,56798,974787,1729424650 ,66516333 ,1474361 ,2,3,22,27,30,40,29,2,1,19,5,3,10,
361,2009.10.31,7,34,1463,67347,1068999,1473115115 ,50548068 ,1174733 ,5,10,16,24,27,35,33,5,5,6,8,3,8,
360,2009.10.24,3,33,1208,60311,1005187,3566716200 ,54041155 ,1476290 ,4,16,23,25,35,40,27,4,12,7,2,10,5,
359,2009.10.17,8,37,1656,73283,1097592,1286712600 ,46368022 ,1036001 ,1,10,19,20,24,40,23,1,9,9,1,4,16,
358,2009.10.10,3,44,1382,68247,1092528,3472654900 ,39461988 ,1256388 ,1,9,10,12,21,40,37,1,8,1,2,9,19,
357,2009.10.03,2,27,1116,56547,980978,5313394350 ,65597462 ,1587036 ,10,14,18,21,36,37,5,10,4,4,3,15,1,
356,2009.09.26,9,37,1263,61162,996940,1157185267 ,46912917 ,1374330 ,2,8,14,25,29,45,24,2,6,6,11,4,16,
355,2009.09.19,5,24,1094,54130,925997,2145424800 ,74493917 ,1634236 ,5,8,29,30,35,44,38,5,3,21,1,5,9,
354,2009.09.12,5,34,1014,54318,930195,2124464340 ,52070205 ,1745944 ,14,19,36,43,44,45,1,14,5,17,7,1,1,
353,2009.09.05,2,29,1042,54217,928067,5290838250 ,60814233 ,1692527 ,11,16,19,22,29,36,26,11,5,3,3,7,7,
352,2009.08.29,6,29,1166,58931,1006238,1732858250 ,59753733 ,1486157 ,5,16,17,20,26,41,24,5,11,1,3,6,15,
351,2009.08.22,4,29,1137,55472,950273,2583357150 ,59387521 ,1514722 ,5,25,27,29,34,36,33,5,20,2,2,5,2,
350,2009.08.15,9,23,1197,57420,964952,1101052467 ,71807770 ,1379765 ,1,8,18,24,29,33,35,1,7,10,6,5,4,
349,2009.08.08,3,37,1168,59338,990178,3353209000 ,45313636 ,1435450 ,5,13,14,20,24,25,36,5,8,1,6,4,1,
348,2009.08.01,3,37,1222,65694,978637,3299994000 ,44594514 ,1350244 ,3,14,17,20,24,31,34,3,11,3,3,4,7,
347,2009.07.25,7,38,1399,63761,1023184,1456624286 ,44720922 ,1214722 ,3,8,13,27,32,42,10,3,5,5,14,5,10,
346,2009.07.18,5,26,1146,54509,923360,2017727340 ,64670749 ,1467225 ,5,13,14,22,44,45,33,5,8,1,8,22,1,
345,2009.07.11,2,38,1028,50722,884042,5203577550 ,45645418 ,1687282 ,15,20,23,29,39,42,2,15,5,3,6,10,3,
344,2009.07.04,7,23,1106,56496,960640,1467106543 ,74418448 ,1547581 ,1,2,15,28,34,45,38,1,1,13,13,6,11,
343,2009.06.27,6,29,1096,53794,931340,1717153000 ,59212173 ,1566746 ,1,10,17,29,31,43,15,1,9,7,12,2,12,
342,2009.06.20,3,29,1177,56149,924123,3454095800 ,59553376 ,1467331 ,1,13,14,33,34,43,25,1,12,1,19,1,9,
341,2009.06.13,7,33,1235,58756,978760,1497207772 ,52931588 ,1414367 ,1,8,19,34,39,43,41,1,7,11,15,5,4,
340,2009.06.06,7,35,1125,56209,930628,1439393186 ,47979773 ,1492705 ,18,24,26,29,34,38,32,18,6,2,3,5,4,
339,2009.05.30,9,32,1107,54545,913229,1096778334 ,51411485 ,1486150 ,6,8,14,21,30,37,45,6,2,6,7,9,7,
338,2009.05.23,3,39,1123,54492,930171,3383431000 ,43377321 ,1506426 ,2,13,34,38,42,45,16,2,11,21,4,4,3,
337,2009.05.16,8,33,1194,59392,989912,1257500513 ,50808102 ,1404245 ,1,5,14,18,32,37,4,1,4,9,4,14,5,
336,2009.05.09,6,30,989,54887,935668,1685632650 ,56187755 ,1704381 ,3,5,20,34,35,44,16,3,2,15,14,1,9,
335,2009.05.02,5,28,1222,60578,1001927,2037492480 ,60639658 ,1389453 ,5,9,16,23,26,45,21,5,4,7,7,3,19,
334,2009.04.25,7,31,1055,52311,890292,1523002972 ,57317317 ,1684206 ,13,15,21,29,39,43,33,13,2,6,8,10,4,
333,2009.04.18,7,36,1365,59991,982937,1550987143 ,50263473 ,1325631 ,5,14,27,30,39,43,35,5,9,13,3,9,4,
332,2009.04.11,8,37,1098,59833,979060,1359448388 ,48989132 ,1650818 ,16,17,34,36,42,45,3,16,1,17,2,6,3,
331,2009.04.04,5,45,1365,64617,1054309,2165902620 ,40109308 ,1322285 ,4,9,14,26,31,44,39,4,5,5,12,5,13,
330,2009.03.28,9,32,1431,69225,1099109,1162280200 ,54481885 ,1218324 ,3,4,16,17,19,20,23,3,1,12,1,2,1,
329,2009.03.21,6,33,1215,62711,1059068,1830391200 ,55466400 ,1506495 ,9,17,19,30,35,42,4,9,8,2,11,5,7,
328,2009.03.14,6,30,1380,66590,1092107,1819795900 ,60659864 ,1318693 ,1,6,9,16,17,28,24,1,5,3,7,1,11,
327,2009.03.07,12,39,1242,63599,1048457,882674750 ,45265372 ,1421377 ,6,12,13,17,32,44,24,6,6,1,4,15,12,
326,2009.02.28,6,31,1335,64087,1058186,1832134550 ,59101115 ,1372386 ,16,23,25,33,36,39,40,16,7,2,8,3,3,
325,2009.02.21,6,33,1258,62629,1051453,1806122450 ,54730984 ,1435710 ,7,17,20,32,44,45,33,7,10,3,12,12,1,
324,2009.02.14,6,40,1228,62473,1068571,1865130350 ,46628259 ,1518836 ,2,4,21,25,33,36,17,2,2,17,4,8,3,
323,2009.02.07,8,27,1175,60796,1024880,1461025388 ,72149402 ,1657902 ,10,14,15,32,36,42,3,10,4,1,17,4,6,
322,2009.01.31,6,29,1465,67829,1085740,1904544700 ,65673956 ,1300031 ,9,18,29,32,38,43,20,9,9,11,3,6,5,
321,2009.01.24,6,35,1276,68791,1143526,1959136100 ,55975318 ,1535374 ,12,18,20,21,25,34,42,12,6,2,1,4,9,
320,2009.01.17,2,25,1081,57061,990610,5513067900 ,73507572 ,1699991 ,16,19,23,25,41,45,3,16,3,4,2,16,4,
319,2009.01.10,5,26,1151,59490,984086,2135659380 ,68450622 ,1546235 ,5,8,22,28,33,42,37,5,3,14,6,5,9,
318,2009.01.03,9,28,1381,64077,1044063,1207436600 ,64684104 ,1311481 ,2,17,19,20,34,45,21,2,15,2,1,14,11,
317,2008.12.27,4,25,1132,57565,978500,2576258550 ,68700228 ,1517232 ,3,10,11,22,36,39,8,3,7,1,11,14,3,
316,2008.12.20,6,29,1398,68356,1060204,1673586400 ,57709876 ,1197130 ,10,11,21,27,31,39,43,10,1,10,6,4,8,
315,2008.12.13,8,32,1063,56207,943975,1308728625 ,54530360 ,1641554 ,1,13,33,35,43,45,23,1,12,20,2,8,2,
314,2008.12.06,6,24,1067,54892,911785,1660512200 ,69188009 ,1556244 ,15,17,19,34,38,41,2,15,2,2,15,4,3,
313,2008.11.29,6,26,1120,55743,936364,1715422800 ,65977800 ,1531628 ,9,17,34,35,43,45,2,9,8,17,1,8,2,
312,2008.11.22,15,58,2064,91934,1080450,629017820 ,27112838 ,761892 ,2,3,5,6,12,20,25,2,1,2,1,6,8,
311,2008.11.15,8,43,1363,64780,1020412,1237691063 ,38378018 ,1210752 ,4,12,24,27,28,32,10,4,8,12,3,1,4,
310,2008.11.08,8,29,1086,53956,913906,1296713325 ,59619004 ,1592036 ,1,5,19,28,34,41,16,1,4,14,9,6,7,
309,2008.11.01,11,25,1390,69125,1109802,901622946 ,66119016 ,1189191 ,1,2,5,11,18,36,22,1,1,3,6,7,18,
308,2008.10.25,1,27,978,53749,922984,10232872800 ,63165882 ,1743844 ,14,15,17,19,37,45,40,14,1,2,2,18,8,
307,2008.10.18,4,28,1177,59400,937908,2587643250 ,61610554 ,1465672 ,5,15,21,23,25,45,12,5,10,6,2,2,20,
306,2008.10.11,5,23,1219,56687,937697,2102669520 ,76183679 ,1437428 ,4,18,23,30,34,41,19,4,14,5,7,4,7,
305,2008.10.04,5,34,1377,66162,1049049,2008210140 ,49220837 ,1215330 ,7,8,18,21,23,39,9,7,1,10,3,2,16,
304,2008.09.27,6,37,1426,62096,992573,1661646150 ,44909356 ,1165250 ,4,10,16,26,33,41,38,4,6,6,10,7,8,
303,2008.09.20,6,29,1158,56266,938678,1672749000 ,57681000 ,1444516 ,2,14,17,30,38,45,43,2,12,3,13,8,7,
302,2008.09.13,2,44,1134,59455,990149,5472167250 ,41455813 ,1608515 ,13,19,20,32,38,42,4,13,6,1,12,6,4,
301,2008.09.06,7,47,1271,65756,1060486,1447385015 ,35927997 ,1328573 ,7,11,13,33,37,43,26,7,4,2,20,4,6,
300,2008.08.30,12,34,1416,70193,1102135,836092425 ,49181908 ,1180922 ,7,9,10,12,26,38,39,7,2,1,2,14,12,
299,2008.08.23,7,29,1118,58114,984255,1483772529 ,59691999 ,1548362 ,1,3,20,25,36,45,24,1,2,17,5,11,9,
298,2008.08.16,1,40,1353,63561,1011908,9909778500 ,41290744 ,1220717 ,5,9,27,29,37,40,19,5,4,18,2,8,3,
297,2008.08.09,2,28,1275,61258,993035,5056668750 ,60198438 ,1322005 ,6,11,19,20,28,32,34,6,5,8,1,8,4,
296,2008.08.02,8,53,2066,89945,1435988,3066088275 ,46243415 ,1186303 ,3,8,15,27,30,45,44,3,5,7,12,3,15,
295,2008.07.26,0,26,1013,55376,950380,0 ,62969875 ,1616207 ,1,4,12,16,18,38,8,1,3,8,4,2,20,
294,2008.07.19,4,26,1137,56795,947708,2406504975 ,61705256 ,1411027 ,6,10,17,30,37,38,40,6,4,7,13,7,1,
293,2008.07.12,6,21,1154,61059,926442,1656764400 ,78893543 ,1435672 ,1,9,17,21,29,33,24,1,8,8,4,8,4,
292,2008.07.05,14,37,1688,66893,977718,720373950 ,45428988 ,995778 ,17,18,31,32,33,34,10,17,1,13,1,1,1,
291,2008.06.28,7,39,1227,62513,1029643,1450585200 ,43393575 ,1379258 ,3,7,8,18,20,42,45,3,4,1,10,2,22,
290,2008.06.21,13,61,2297,106752,1783529,2149214424 ,51251650 ,1361059 ,8,13,18,32,39,45,7,8,5,5,14,7,6,
289,2008.06.14,0,24,1019,52281,880103,0 ,63761694 ,1501748 ,3,14,33,37,38,42,10,3,11,19,4,1,4,
288,2008.06.07,4,24,1056,50246,853998,2357261550 ,65479488 ,1488171 ,1,12,17,28,35,41,10,1,11,5,11,7,6,
287,2008.05.31,7,37,1330,60597,962149,1328657100 ,41894594 ,1165489 ,6,12,24,27,35,37,41,6,6,12,3,8,2,
286,2008.05.24,3,27,1033,48857,857882,3236566300 ,59936413 ,1566586 ,1,15,19,40,42,44,17,1,14,4,21,2,2,
285,2008.05.17,3,26,1017,51283,872117,3164370100 ,60853272 ,1555738 ,13,33,37,40,41,45,2,13,20,4,3,1,4,
284,2008.05.10,3,14,955,50537,859700,3117640300 ,111344297 ,1632273 ,2,7,15,24,30,45,28,2,5,8,9,6,15,
283,2008.05.03,3,24,1061,52989,876107,3137224600 ,65358846 ,1478429 ,6,8,18,31,38,45,42,6,2,10,13,7,7,
282,2008.04.26,7,32,1523,66297,1020328,1322052643 ,48199836 ,1012735 ,2,5,10,18,31,32,30,2,3,5,8,13,1,
281,2008.04.19,6,37,1491,74543,970685,1554683200 ,42018465 ,1042712 ,1,3,4,6,14,41,12,1,2,1,2,8,27,
280,2008.04.12,7,27,1145,53915,905130,1355258529 ,58560554 ,1380904 ,10,11,23,24,36,37,35,10,1,12,1,12,1,
279,2008.04.05,5,27,1088,55421,922712,1914205320 ,59080412 ,1466150 ,7,16,31,36,37,38,11,7,9,15,5,1,1,
278,2008.03.29,3,27,1089,55643,922288,3186530000 ,59009815 ,1463054 ,3,11,37,39,41,43,13,3,8,26,2,2,2,
277,2008.03.22,3,31,1104,55271,914243,3272627800 ,52784320 ,1482169 ,10,12,13,15,25,29,20,10,2,1,2,10,4,
276,2008.03.15,3,31,1161,59894,944192,3312569000 ,53428533 ,1426602 ,4,15,21,33,39,41,25,4,11,6,12,6,2,
275,2008.03.08,1,19,991,51657,884959,10044066900 ,88105850 ,1689215 ,14,19,20,35,38,40,26,14,5,1,15,3,2,
274,2008.03.01,4,37,1254,57315,923057,2505085575 ,45136678 ,1331784 ,13,14,15,26,35,39,25,13,1,1,11,9,4,
273,2008.02.23,3,21,1096,56192,942078,3339543100 ,79512931 ,1523515 ,1,8,24,31,34,44,6,1,7,16,7,3,10,
272,2008.02.16,9,39,1370,63219,1017199,1104622800 ,42485493 ,1209442 ,7,9,12,27,39,43,28,7,2,3,15,12,4,
271,2008.02.09,6,28,1256,59418,956127,1565918150 ,55925649 ,1246751 ,3,8,9,27,29,40,36,3,5,1,18,2,11,
270,2008.02.02,5,32,1242,59807,971485,1927830060 ,50203908 ,1293499 ,5,9,12,20,21,26,27,5,4,3,8,1,5,
269,2008.01.26,5,22,1014,50514,866762,1961399940 ,74295453 ,1611933 ,5,18,20,36,42,43,32,5,13,2,16,6,1,
268,2008.01.19,7,35,1362,61857,969153,1350954515 ,45031818 ,1157206 ,3,10,19,24,32,45,12,3,7,9,5,8,13,
267,2008.01.12,3,28,1141,55101,925922,3257663300 ,58172559 ,1427548 ,7,8,24,34,36,41,1,7,1,16,10,2,5,
266,2008.01.05,3,36,1194,58820,986495,3207211700 ,44544607 ,1343054 ,3,4,9,11,22,42,37,3,1,5,2,11,20,
265,2007.12.29,8,19,1010,52966,889156,1200838575 ,84269374 ,1585266 ,5,9,34,37,38,39,12,5,4,25,3,1,1,
264,2007.12.22,7,27,1047,50096,840243,1344889200 ,58112497 ,1498604 ,9,16,27,36,41,44,5,9,7,11,9,5,3,
263,2007.12.15,6,27,937,50490,864303,1551704900 ,57470552 ,1656036 ,1,27,28,32,37,40,18,1,26,1,4,5,3,
262,2007.12.08,2,21,1106,54807,910729,4518741600 ,71726058 ,1361888 ,9,12,24,25,29,31,36,9,3,12,1,4,2,
261,2007.12.01,3,32,1104,56285,929205,3192299100 ,49879674 ,1445788 ,6,11,16,18,31,43,2,6,5,5,2,13,12,
260,2007.11.24,4,26,1284,58258,933907,2310085575 ,59232964 ,1199422 ,7,12,15,24,37,40,43,7,5,3,9,13,3,
259,2007.11.17,2,25,1030,50402,864868,4838533500 ,64513780 ,1565869 ,4,5,14,35,42,45,34,4,1,9,21,7,3,
258,2007.11.10,4,28,1724,54638,901197,2426434350 ,57772247 ,938297 ,14,27,30,31,38,40,17,14,13,3,1,7,2,
257,2007.11.03,4,18,1233,57977,954861,2391377025 ,88569520 ,1292986 ,6,13,27,31,32,37,4,6,7,14,4,1,5,
256,2007.10.27,2,34,1192,56975,938980,4891017000 ,47951148 ,1367735 ,4,11,14,21,23,43,32,4,7,3,7,2,20,
255,2007.10.20,6,13,1054,55422,945297,1598618550 ,122970658 ,1516716 ,1,5,6,24,27,42,32,1,4,1,18,3,15,
254,2007.10.13,1,33,1225,59196,978906,9741015900 ,49197050 ,1325309 ,1,5,19,20,24,30,27,1,4,14,1,4,6,
253,2007.10.06,4,20,1169,57084,942682,2466189525 ,82206318 ,1406439 ,8,19,25,31,34,36,33,8,11,6,6,3,2,
252,2007.09.29,7,24,1087,51895,874916,1391089715 ,67622417 ,1493044 ,14,23,26,31,39,45,28,14,9,3,5,8,6,
251,2007.09.22,8,40,1242,62015,1028991,1282616400 ,42753880 ,1376937 ,6,7,19,25,28,38,45,6,1,12,6,3,10,
250,2007.09.15,5,17,1051,51328,887737,1994726280 ,97780700 ,1581610 ,19,23,30,37,43,45,38,19,4,7,7,6,2,
249,2007.09.08,6,29,1169,56034,926776,1663568700 ,57364438 ,1423070 ,3,8,27,31,41,44,11,3,5,19,4,10,3,
248,2007.09.01,8,23,1155,58847,961562,1227479363 ,71158224 ,1417004 ,3,8,17,23,38,45,13,3,5,9,6,15,7,
247,2007.08.25,6,29,1019,52284,884542,1669313900 ,57562549 ,1638189 ,12,15,28,36,39,40,13,12,3,13,8,3,1,
246,2007.08.18,5,26,1294,59600,959025,1911774240 ,61274816 ,1231179 ,13,18,21,23,26,39,15,13,5,3,2,3,13,
245,2007.08.11,7,35,1092,57445,959435,1382583129 ,46086105 ,1477119 ,9,11,27,31,32,38,22,9,2,16,4,1,6,
244,2007.08.04,1,25,1096,54930,900577,9121583100 ,60810554 ,1387103 ,13,16,25,36,37,38,19,13,3,9,11,1,1,
243,2007.07.28,4,29,1089,54055,918683,2408850000 ,55375863 ,1474656 ,2,12,17,19,28,42,34,2,10,5,2,9,14,
242,2007.07.21,8,36,1245,60644,975863,1234542375 ,45723792 ,1322134 ,4,19,20,21,32,34,43,4,15,1,1,11,2,
241,2007.07.14,4,34,967,53783,922001,2552016300 ,50039536 ,1759405 ,2,16,24,27,28,35,21,2,14,8,3,1,7,
240,2007.07.07,2,28,1084,57376,961510,5098251450 ,60693470 ,1567728 ,6,10,16,40,41,43,21,6,4,6,24,1,2,
239,2007.06.30,9,29,1083,55850,927236,1134140167 ,58662423 ,1570832 ,11,15,24,39,41,44,7,11,4,9,15,2,3,
238,2007.06.23,9,29,1066,54591,930266,1121660567 ,58016926 ,1578322 ,2,4,15,28,31,34,35,2,2,11,13,3,3,
237,2007.06.16,7,39,1098,57338,974357,1440630729 ,43095792 ,1530725 ,1,11,17,21,24,44,33,1,10,6,4,3,20,
236,2007.06.09,2,41,1046,54480,940827,5030040150 ,40894636 ,1602945 ,1,4,8,13,37,39,7,1,3,4,5,24,2,
235,2007.06.02,3,29,1178,59548,901409,3433330100 ,59195347 ,1457271 ,21,22,26,27,31,37,8,21,1,4,1,4,6,
234,2007.05.26,4,23,1049,54926,921750,2519743875 ,73036055 ,1601363 ,13,21,22,24,26,37,4,13,8,1,2,2,11,
233,2007.05.19,10,26,1274,62535,1021168,999153750 ,64048318 ,1307109 ,4,6,13,17,28,40,39,4,2,7,4,11,12,
232,2007.05.12,9,18,1268,65000,1023708,1110918400 ,92576534 ,1314178 ,8,9,10,12,24,44,35,8,1,1,2,12,20,
231,2007.05.05,9,19,1267,59311,970465,1088365900 ,85923624 ,1288516 ,5,10,19,31,44,45,27,5,5,9,12,13,1,
230,2007.04.28,8,25,1037,56346,971324,1292929163 ,68956222 ,1662397 ,5,11,14,29,32,33,12,5,6,3,15,3,1,
229,2007.04.21,7,27,1312,67524,1089603,1451441100 ,62716591 ,1290662 ,4,5,9,11,23,38,35,4,1,4,2,12,15,
228,2007.04.14,9,39,1338,66002,1036309,1146700334 ,44103859 ,1285539 ,17,25,35,36,39,44,23,17,8,10,1,3,5,
227,2007.04.07,2,24,1103,56663,942116,5253542400 ,72965867 ,1587653 ,4,5,15,16,22,42,2,4,1,10,1,6,20,
226,2007.03.31,6,38,1305,64076,1026364,1744100150 ,45897373 ,1336476 ,2,6,8,14,21,22,34,2,4,2,6,7,1,
225,2007.03.24,6,41,1287,65281,1080798,1777201800 ,43346386 ,1380888 ,5,11,13,19,31,36,7,5,6,2,6,12,5,
224,2007.03.17,6,26,1158,60549,1025571,1808969950 ,69575768 ,1562151 ,4,19,26,27,30,42,7,4,15,7,1,3,12,
223,2007.03.10,7,39,1416,67509,1107956,1498170600 ,44817070 ,1234369 ,1,3,18,20,26,27,38,1,2,15,2,6,1,
222,2007.03.03,5,33,1105,57093,981530,2275193820 ,57454390 ,1715833 ,5,7,28,29,39,43,44,5,2,21,1,10,4,
221,2007.02.24,6,44,1608,75459,1167205,1800104250 ,40911461 ,1119468 ,2,20,33,35,37,40,10,2,18,13,2,2,3,
220,2007.02.17,6,28,1317,67271,1122150,1958094950 ,69931963 ,1486785 ,5,11,19,21,34,43,31,5,6,8,2,13,9,
219,2007.02.10,9,41,1292,63889,1065147,1208409167 ,44210092 ,1402952 ,4,11,20,26,35,37,16,4,7,9,6,9,2,
218,2007.02.03,4,26,1203,60492,996397,2779075800 ,71258354 ,1540081 ,1,8,14,18,29,44,20,1,7,6,4,11,15,
217,2007.01.27,7,29,1206,64156,1066490,1611246172 ,64820249 ,1558696 ,16,20,27,33,35,39,38,16,4,7,6,2,4,
216,2007.01.20,13,63,2612,79174,1157342,848506108 ,29181427 ,703840 ,7,16,17,33,36,40,1,7,9,1,16,3,4,
215,2007.01.13,7,32,1248,65898,1062967,1587689615 ,57884518 ,1484219 ,2,3,7,15,43,44,4,2,1,4,8,28,1,
214,2007.01.06,8,36,1433,70219,1167625,1406980875 ,52110403 ,1309124 ,5,7,20,25,28,37,32,5,2,13,5,3,9,
213,2006.12.30,8,33,1977,95451,1203368,1376678025 ,55623355 ,928463 ,2,3,4,5,20,24,42,2,1,1,1,15,4,
212,2006.12.23,4,36,1228,64059,1066249,2660747250 ,49273098 ,1444489 ,11,12,18,21,31,38,8,11,1,6,3,10,7,
211,2006.12.16,10,29,1308,64785,1080600,1035800250 ,59528750 ,1319828 ,12,13,17,20,33,41,8,12,1,4,3,13,8,
