index,date,p1,p2,p3,p4,p5,w1,w2,w3,n1,n2,n3,n4,n5,n6,b,nn1,nn2,nn3,nn4,nn5,nn6,
816,2018.07.21,8,67,2064,102402,1675799,2128107938 ,42350407 ,1374747 ,12,18,19,29,31,39,7,12,6,1,10,2,8,
815,2018.07.14,7,39,1703,92977,1596140,2579855358 ,77175161 ,1767371 ,17,21,25,26,27,36,4,17,4,4,1,1,9,
814,2018.07.07,6,52,1833,93837,1585777,3067192063 ,58984463 ,1673319 ,2,21,28,38,42,45,30,2,19,7,10,4,3,
813,2018.06.30,4,43,1800,89323,1548384,4591763157 ,71190127 ,1700654 ,11,30,34,35,42,44,27,11,19,4,1,7,2,
812,2018.06.23,6,68,1976,100498,1693074,2947954750 ,43352276 ,1491880 ,1,3,12,14,16,43,10,1,2,9,2,2,27,
811,2018.06.16,7,49,2151,104155,1703788,2524148197 ,60098767 ,1369057 ,8,11,19,21,36,45,25,8,3,8,2,15,9,
810,2018.06.09,8,64,2053,100608,1672013,2231598047 ,46491626 ,1449325 ,5,10,13,21,39,43,11,5,5,3,8,18,4,
809,2018.06.02,6,56,2179,104350,1703714,2921372750 ,52167371 ,1340695 ,6,11,15,17,23,40,39,6,5,4,2,6,17,
808,2018.05.26,6,46,1962,95319,1597761,3087620500 ,67122185 ,1573711 ,15,21,31,32,41,43,24,15,6,10,1,9,2,
807,2018.05.19,7,59,2319,108300,1749855,2437662322 ,48202363 ,1226365 ,6,10,18,25,34,35,33,6,4,8,7,9,1,
806,2018.05.12,7,57,1850,91180,1561838,2640760875 ,54050662 ,1665345 ,14,20,23,31,37,38,27,14,6,3,8,6,1,
805,2018.05.05,4,53,2075,105602,1700112,4266061969 ,53661157 ,1370623 ,3,12,13,18,31,32,42,3,9,1,5,13,1,
804,2018.04.28,11,49,2048,100907,1659443,1631996523 ,61061095 ,1460935 ,1,10,13,26,32,36,9,1,9,3,13,6,4,
803,2018.04.21,5,50,2094,102413,1657869,3663810225 ,61063504 ,1458059 ,5,9,14,26,30,43,2,5,4,5,12,4,13,
802,2018.04.14,16,67,2207,107980,1814300,1082947993 ,43102408 ,1308501 ,10,11,12,18,24,42,27,10,1,1,6,6,18,
801,2018.04.07,8,51,1999,97006,1618941,2256786657 ,59000959 ,1505278 ,17,25,28,37,43,44,2,17,8,3,9,6,1,
800,2018.03.31,11,51,2179,110956,1801924,1632246205 ,58675518 ,1373315 ,1,4,10,12,28,45,26,1,3,6,2,16,17,
799,2018.03.24,10,56,2242,107519,1725236,1826427225 ,54357954 ,1357737 ,12,17,23,34,42,45,33,12,5,6,11,8,3,
798,2018.03.17,7,60,2124,98988,1653851,2710791911 ,52709843 ,1488979 ,2,10,14,22,32,36,41,2,8,4,8,10,4,
797,2018.03.10,8,34,1868,97900,1641334,2397028125 ,94001103 ,1710941 ,5,22,31,32,39,45,36,5,17,9,1,7,6,
796,2018.03.03,7,46,1921,96701,1643069,2763490340 ,70088524 ,1678331 ,1,21,26,36,40,41,5,1,20,5,10,4,1,
795,2018.02.24,11,62,2423,111043,1825105,1714977000 ,50711686 ,1297617 ,3,10,13,26,34,38,36,3,7,3,13,8,4,
794,2018.02.17,7,45,2607,116809,1877646,2650940304 ,68728082 ,1186331 ,6,7,18,19,30,38,13,6,1,11,1,11,8,
793,2018.02.10,5,61,2043,98216,1635392,3750146775 ,51231514 ,1529674 ,10,15,21,35,38,43,31,10,5,6,14,3,5,
792,2018.02.03,7,65,1958,99185,1684675,2655736768 ,47667071 ,1582411 ,2,7,19,25,29,36,16,2,5,12,6,4,7,
791,2018.01.27,14,38,2410,102931,1713102,1253081893 ,76943625 ,1213219 ,2,10,12,31,33,42,32,2,8,2,19,2,9,
790,2018.01.20,16,59,2417,113336,1812992,1160516274 ,52452713 ,1280394 ,3,8,19,27,30,41,12,3,5,11,8,3,11,
789,2018.01.13,15,70,2437,118089,1868863,1140976825 ,40749173 ,1170473 ,2,6,7,12,19,45,38,2,4,1,5,7,26,
788,2018.01.06,13,70,2257,112504,1828701,1401475154 ,43378993 ,1345384 ,2,10,11,19,35,39,29,2,8,1,8,16,4,
787,2017.12.30,6,51,2339,114842,1863599,3092108313 ,60629575 ,1321979 ,5,6,13,16,27,28,9,5,1,7,3,11,1,
786,2017.12.23,4,96,2064,103000,1708226,4551365250 ,31606704 ,1470080 ,12,15,16,20,24,30,38,12,3,1,4,4,6,
785,2017.12.16,6,55,1972,100062,1678240,2886622688 ,52484049 ,1463805 ,4,6,15,25,26,33,40,4,2,9,10,1,7,
784,2017.12.09,9,51,2257,115089,1699421,1908678000 ,56137589 ,1268506 ,3,10,23,24,31,39,22,3,7,13,1,7,8,
783,2017.12.02,4,36,1869,90899,1532640,4603964625 ,85258605 ,1642221 ,14,15,16,17,38,45,36,14,1,1,1,21,7,
782,2017.11.25,9,49,2047,96821,1585617,1946487625 ,59586356 ,1426347 ,6,18,31,34,38,45,20,6,12,13,3,4,7,
781,2017.11.18,9,52,1967,102959,1699786,1882891542 ,54314180 ,1435861 ,11,16,18,19,24,39,43,11,5,2,1,5,15,
780,2017.11.11,11,45,1681,92630,1605516,1667520137 ,67936006 ,1818632 ,15,17,19,21,27,45,16,15,2,2,2,6,18,
779,2017.11.04,11,66,2503,114464,1751447,1527709296 ,42436370 ,1118978 ,6,12,19,24,34,41,4,6,6,7,5,10,7,
778,2017.10.28,3,67,1731,92126,1575045,6264069500 ,46746788 ,1809379 ,6,21,35,36,37,41,11,6,15,14,1,1,4,
777,2017.10.21,21,66,2413,111938,1766635,833468036 ,44199063 ,1208926 ,6,12,17,21,34,37,18,6,6,5,4,13,3,
776,2017.10.14,7,50,2001,102081,1687650,2557579393 ,59676853 ,1491176 ,8,9,18,21,28,40,20,8,1,9,3,7,12,
775,2017.10.07,5,37,1719,91297,1539325,3470437650 ,78163011 ,1682392 ,11,12,29,33,38,42,17,11,1,17,4,5,4,
774,2017.09.30,11,60,1956,101524,1704279,1709721512 ,52241491 ,1602500 ,12,15,18,28,34,42,9,12,3,3,10,6,8,
773,2017.09.23,11,58,2094,104474,1690404,1609403080 ,50871937 ,1409061 ,8,12,19,21,31,35,44,8,4,7,2,10,4,
772,2017.09.16,10,53,2027,103023,1688350,1769608838 ,55648077 ,1455032 ,5,6,11,14,21,41,32,5,1,5,3,7,20,
771,2017.09.09,4,49,2054,102013,1680976,4362644907 ,59355714 ,1415984 ,6,10,17,18,21,29,30,6,4,7,1,3,8,
770,2017.09.02,8,75,2302,108450,1717526,2163099329 ,38455100 ,1252882 ,1,9,12,23,39,43,34,1,8,3,11,16,4,
769,2017.08.26,9,55,1962,99272,1660799,1930760042 ,52657093 ,1476117 ,5,7,11,16,41,45,4,5,2,4,5,25,4,
768,2017.08.19,13,53,1849,93126,1572387,1363572260 ,55743521 ,1597841 ,7,27,29,30,38,44,4,7,20,2,1,8,6,
767,2017.08.12,15,46,1905,92437,1549115,1163768725 ,63248301 ,1527256 ,5,15,20,31,34,42,22,5,10,5,11,3,8,
766,2017.08.05,8,41,1734,85422,1458764,2173637297 ,70687392 ,1671386 ,9,30,34,35,39,41,21,9,21,4,1,4,2,
765,2017.07.29,15,54,2121,101653,1643849,1109214250 ,51352512 ,1307419 ,1,3,8,12,42,43,33,1,2,5,4,30,1,
764,2017.07.22,7,44,1908,90896,1530979,2459975465 ,65226623 ,1504178 ,7,22,24,31,34,36,15,7,15,2,7,3,2,
763,2017.07.15,8,45,2019,94176,1562106,2138130000 ,63352000 ,1412006 ,3,8,16,32,34,43,10,3,5,8,16,2,9,
762,2017.07.08,10,53,2044,103406,1671344,1631432063 ,51302896 ,1330261 ,1,3,12,21,26,41,16,1,2,9,9,5,15,
761,2017.07.01,7,52,2139,101503,1660130,2392730518 ,53683057 ,1305058 ,4,7,11,24,42,45,30,4,3,4,13,18,3,
760,2017.06.24,8,45,1749,89221,1520831,2253299391 ,66764427 ,1717782 ,10,22,27,31,42,43,12,10,12,5,4,11,1,
759,2017.06.17,6,44,1761,88543,1525518,3032670500 ,68924330 ,1722130 ,9,33,36,40,42,43,32,9,24,3,4,2,1,
758,2017.06.10,8,63,2170,106121,1680080,2078969954 ,43999365 ,1277401 ,5,9,12,30,39,43,24,5,4,3,18,9,4,
757,2017.06.03,21,68,2657,117353,1788667,739839858 ,38079993 ,974573 ,6,7,11,17,33,44,1,6,1,4,6,16,11,
756,2017.05.27,5,53,1866,94800,1598715,3414434700 ,53686081 ,1524846 ,10,14,16,18,27,28,4,10,4,2,2,9,1,
755,2017.05.20,8,54,1845,89745,1508502,2214427266 ,54677217 ,1600309 ,13,14,26,28,30,36,37,13,1,12,2,2,6,
754,2017.05.13,5,50,1856,93279,1573739,3427542000 ,57125700 ,1538947 ,2,8,17,24,29,31,32,2,6,9,7,5,2,
753,2017.05.06,6,58,1934,97566,1578072,2711105063 ,46743191 ,1401813 ,2,17,19,24,37,41,3,2,15,2,5,13,4,
752,2017.04.29,9,75,2036,102477,1646451,1870358834 ,37407177 ,1377966 ,4,16,20,33,40,43,7,4,12,4,13,7,3,
751,2017.04.22,8,69,2210,102632,1651438,2097968110 ,40540447 ,1265743 ,3,4,16,20,28,44,17,3,1,12,4,8,16,
750,2017.04.15,7,44,1779,93135,1585532,2522104286 ,66873978 ,1653994 ,1,2,15,19,24,36,12,1,1,13,4,5,12,
749,2017.04.08,13,64,1985,95573,1589197,1350104395 ,45706660 ,1473666 ,12,14,24,26,34,45,41,12,2,10,2,8,11,
748,2017.04.01,9,59,1937,99448,1652756,1928246542 ,49023218 ,1493222 ,3,10,13,22,31,32,29,3,7,3,9,9,1,
747,2017.03.25,9,59,2217,105307,1713003,1903214584 ,48386812 ,1287696 ,7,9,12,14,23,28,17,7,2,3,2,9,5,
746,2017.03.18,9,58,1904,94197,1589291,2038623709 ,52723027 ,1606059 ,3,12,33,36,42,45,25,3,9,21,3,6,3,
745,2017.03.11,20,110,3692,141918,1955276,746822982 ,22631000 ,674272 ,1,2,3,9,12,23,10,1,1,1,6,3,11,
744,2017.03.04,15,61,2779,109229,1636793,1155411575 ,47352934 ,1039414 ,10,15,18,21,34,41,43,10,5,3,3,13,7,
743,2017.02.25,7,46,1982,91886,1555362,2608641000 ,66161185 ,1535527 ,15,19,21,34,41,44,10,15,4,2,13,7,3,
742,2017.02.18,16,44,1986,98348,1658556,1111814813 ,67382716 ,1492870 ,8,10,13,36,37,40,6,8,2,3,23,1,3,
741,2017.02.11,6,55,1829,95007,1619435,3043595938 ,55338108 ,1664077 ,5,21,27,34,44,45,16,5,16,6,7,10,1,
740,2017.02.04,18,43,2447,115722,1864169,936929792 ,65367195 ,1148668 ,4,8,9,16,17,19,31,4,4,1,7,1,2,
739,2017.01.28,4,45,1942,101983,1719739,4744122282 ,70283294 ,1628604 ,7,22,29,33,34,35,30,7,15,7,4,1,1,
738,2017.01.21,11,48,1640,88050,1502685,1634191091 ,62417021 ,1826840 ,23,27,28,38,42,43,36,23,4,1,10,4,1,
737,2017.01.14,4,48,1937,94183,1567166,4283061000 ,59486959 ,1474122 ,13,15,18,24,27,41,11,13,2,3,6,3,14,
736,2017.01.07,5,54,2250,107357,1747634,3397362225 ,52428430 ,1258283 ,2,11,17,18,21,27,6,2,9,6,1,3,6,
735,2016.12.31,10,50,2269,107013,1752740,1847231588 ,61574387 ,1356862 ,5,10,13,27,37,41,4,5,5,3,14,10,4,
734,2016.12.24,9,36,1758,92514,1542069,1949395500 ,81224813 ,1663307 ,6,16,37,38,41,45,18,6,10,21,1,3,4,
733,2016.12.17,4,57,1966,101369,1633952,4016725125 ,46979242 ,1362064 ,11,24,32,33,35,40,13,11,13,8,1,2,5,
732,2016.12.10,7,45,2061,104583,1705993,2203270608 ,57121831 ,1247202 ,2,4,5,17,27,32,43,2,2,1,12,10,5,
731,2016.12.03,7,45,1908,96083,1594258,2340471054 ,60678880 ,1431106 ,2,7,13,25,42,45,39,2,5,6,12,17,3,
730,2016.11.26,8,45,1741,88791,1501752,2017382110 ,59774285 ,1544999 ,4,10,14,15,18,22,39,4,6,4,1,3,4,
729,2016.11.19,4,35,1875,89560,1504682,4198250719 ,79966681 ,1492712 ,11,17,21,26,36,45,16,11,6,4,5,10,9,
728,2016.11.12,5,56,1869,94693,1559062,3243464400 ,48265840 ,1446168 ,3,6,10,30,34,37,36,3,3,4,20,4,3,
727,2016.11.05,14,87,2064,99271,1600135,1115107742 ,29907105 ,1260620 ,7,8,10,19,21,31,20,7,1,2,9,2,10,
726,2016.10.29,14,56,2099,96718,1556425,1166872634 ,48619694 ,1297143 ,1,11,21,23,34,44,24,1,10,10,2,11,10,
725,2016.10.22,11,47,1795,88359,1504907,1579217250 ,61600673 ,1612943 ,6,7,19,21,41,43,38,6,1,12,2,20,2,
724,2016.10.15,12,55,1833,90083,1528970,1427789813 ,51919630 ,1557873 ,2,8,33,35,37,41,14,2,6,25,2,2,4,
723,2016.10.08,8,40,1777,85141,1412967,2114365360 ,70478846 ,1586469 ,20,30,33,35,36,44,22,20,10,3,2,1,8,
722,2016.10.01,4,46,1688,84912,1439078,4365422719 ,63266996 ,1724101 ,12,14,21,30,39,43,45,12,2,7,9,9,4,
721,2016.09.24,8,40,1607,84770,1464353,2273767360 ,75792246 ,1886553 ,1,28,35,41,43,44,31,1,27,7,6,2,1,
720,2016.09.17,14,37,1778,88260,1505233,1233770358 ,77805338 ,1619122 ,1,12,29,34,36,37,41,1,11,17,5,2,1,
719,2016.09.10,9,58,2020,99906,1627784,1879581334 ,48609863 ,1395729 ,4,8,13,19,20,43,26,4,4,5,6,1,23,
718,2016.09.03,17,64,2404,114614,1595315,926166464 ,41002162 ,1091572 ,4,11,20,23,32,39,40,4,7,9,3,9,7,
717,2016.08.27,6,47,1974,96836,1567530,2702433688 ,57498590 ,1369015 ,2,11,19,25,28,32,44,2,9,8,6,3,4,
716,2016.08.20,12,35,1743,88628,1469730,1358752157 ,77642981 ,1559096 ,2,6,13,16,29,30,21,2,4,7,3,13,1,
715,2016.08.13,6,61,1873,90747,1503174,2605510438 ,42713286 ,1391090 ,2,7,27,33,41,44,10,2,5,20,6,8,3,
714,2016.08.06,7,46,2029,96576,1551993,2085131733 ,52883776 ,1198943 ,1,7,22,33,37,40,20,1,6,15,11,4,3,
713,2016.07.30,9,50,1791,87920,1470125,1714720917 ,51441628 ,1436115 ,2,5,15,18,19,23,44,2,3,10,3,1,4,
712,2016.07.23,4,47,1727,86066,1449521,4034485125 ,57226740 ,1557416 ,17,20,30,31,33,45,19,17,3,10,1,2,12,
711,2016.07.16,7,44,1865,89898,1465123,2277413358 ,60385961 ,1424656 ,11,15,24,35,37,45,42,11,4,9,11,2,8,
710,2016.07.09,5,57,1990,102058,1627229,2895441150 ,42331011 ,1212497 ,3,4,9,24,25,33,10,3,1,5,15,1,8,
709,2016.07.02,14,44,1696,82305,1385853,1165271625 ,61794708 ,1603165 ,10,18,30,36,39,44,32,10,8,12,6,3,5,
708,2016.06.25,4,52,1712,86091,1446865,4099552219 ,52558362 ,1596399 ,2,10,16,19,34,45,1,2,8,6,3,15,11,
707,2016.06.18,12,74,2006,94281,1507647,1322167313 ,35734252 ,1318213 ,2,12,19,24,39,44,35,2,10,7,5,15,5,
706,2016.06.11,4,51,2108,95376,1531393,3831746063 ,50088184 ,1211811 ,3,4,6,10,28,30,37,3,1,2,4,18,2,
705,2016.06.04,4,49,1805,87931,1453654,3987206532 ,54247708 ,1472653 ,1,6,17,22,28,45,23,1,5,11,5,6,17,
704,2016.05.28,4,47,1906,95021,1519932,3865190344 ,54825395 ,1351938 ,1,4,8,23,33,42,45,1,3,4,15,10,9,
703,2016.05.21,5,51,1719,84194,1416580,3235784100 ,52872290 ,1568637 ,10,28,31,33,41,44,21,10,18,3,2,8,3,
702,2016.05.14,11,46,1819,88043,1443954,1465091387 ,58391324 ,1476636 ,3,13,16,24,26,29,9,3,10,3,8,2,3,
701,2016.05.07,10,40,1659,81917,1404422,1583183175 ,65965966 ,1590500 ,3,10,14,16,36,38,35,3,7,4,2,20,2,
700,2016.04.30,8,41,1562,82874,1414076,2082099188 ,67710543 ,1777294 ,11,23,28,29,30,44,13,11,12,5,1,1,14,
699,2016.04.23,8,50,1799,90504,1512397,1995411375 ,53210970 ,1478905 ,4,5,8,16,21,29,3,4,1,3,8,5,8,
698,2016.04.16,8,48,2088,97965,1550364,1921084125 ,53363448 ,1226746 ,3,11,13,21,33,37,18,3,8,2,8,12,4,
697,2016.04.09,10,90,1940,99698,1615786,1531443038 ,28360057 ,1315673 ,2,5,8,11,33,39,31,2,3,3,3,22,6,
696,2016.04.02,10,44,1721,90020,1501952,1632054413 ,61820243 ,1580530 ,1,7,16,18,34,38,21,1,6,9,2,16,4,
695,2016.03.26,11,66,1979,95436,1558885,1450214830 ,40283746 ,1343471 ,4,18,26,33,34,38,14,4,14,8,7,1,4,
694,2016.03.19,10,78,2286,102474,1581822,1555036388 ,33227274 ,1133739 ,7,15,20,25,33,43,12,7,8,5,5,8,10,
693,2016.03.12,10,43,1692,87017,1484420,1642763813 ,63673016 ,1618168 ,1,6,11,28,34,42,30,1,5,5,17,6,8,
692,2016.03.05,7,44,1770,87763,1465709,2301273697 ,61018621 ,1516848 ,3,11,14,15,32,36,44,3,8,3,1,17,4,
691,2016.02.27,6,31,1708,86063,1455528,2839296750 ,91590218 ,1662352 ,15,27,33,35,43,45,16,15,12,6,2,8,2,
690,2016.02.20,15,34,1772,87970,1528472,1126507625 ,82831444 ,1589317 ,24,25,33,34,38,39,43,24,1,8,1,4,1,
689,2016.02.13,7,44,1809,90296,1509073,2321775911 ,61562241 ,1497368 ,7,17,19,30,36,38,34,7,10,2,11,6,2,
688,2016.02.06,9,53,2107,97676,1610713,1967536750 ,55685003 ,1400715 ,5,15,22,23,34,35,2,5,10,7,1,11,1,
687,2016.01.30,6,38,1780,91404,1538380,2720029313 ,71579719 ,1528107 ,1,8,10,13,28,42,45,1,7,2,3,15,14,
686,2016.01.23,8,36,1863,91027,1483730,1937531719 ,71760435 ,1386676 ,7,12,15,24,25,43,13,7,5,3,9,1,18,
685,2016.01.16,11,52,1910,95302,1576169,1494367671 ,52686040 ,1434385 ,6,7,12,28,38,40,18,6,1,5,16,10,2,
684,2016.01.09,9,62,1968,98607,1623161,1688815709 ,40858445 ,1287208 ,1,11,15,17,25,39,40,1,10,4,2,8,14,
683,2016.01.02,16,45,2704,117974,1700964,1010930883 ,59907016 ,996974 ,6,13,20,27,28,40,15,6,7,7,7,1,12,
682,2015.12.26,4,56,1851,87618,1464978,4063713563 ,48377543 ,1463611 ,17,23,27,35,38,43,2,17,6,4,8,3,5,
681,2015.12.19,6,37,1441,73062,1282079,2696328938 ,72873756 ,1871152 ,21,24,27,29,43,44,7,21,3,3,2,14,1,
680,2015.12.12,14,44,1870,86441,1413980,1110570563 ,58893894 ,1385739 ,4,10,19,29,32,42,30,4,6,9,10,3,10,
679,2015.12.05,5,54,1829,91171,1493041,2863005600 ,44182186 ,1304450 ,3,5,7,14,26,34,35,3,2,2,7,12,8,
678,2015.11.28,6,41,1855,93305,1494095,2288490188 ,55816834 ,1233688 ,4,5,6,12,25,37,45,4,1,1,6,13,12,
677,2015.11.21,8,37,1701,79827,1330115,1921114407 ,69229348 ,1505871 ,12,15,24,36,41,44,42,12,3,9,12,5,3,
676,2015.11.14,8,63,1665,83276,1371921,1879726500 ,39782572 ,1505287 ,1,8,17,34,39,45,27,1,7,9,17,5,6,
675,2015.11.07,4,65,1806,88118,1415830,3514549032 ,36046657 ,1297361 ,1,8,11,15,18,45,7,1,7,3,4,3,27,
674,2015.10.31,8,48,1846,89646,1465031,1770565500 ,49182375 ,1278849 ,9,10,14,25,27,31,11,9,1,4,11,2,4,
673,2015.10.24,10,35,1864,88838,1450769,1491453300 ,71021586 ,1333560 ,7,10,17,29,33,44,5,7,3,7,12,4,11,
672,2015.10.17,9,46,1629,80167,1341175,1754745000 ,57219946 ,1615788 ,8,21,28,31,36,45,43,8,13,7,3,5,9,
671,2015.10.10,4,48,1778,90364,1519963,3722322844 ,51698929 ,1395697 ,7,9,10,13,31,35,24,7,2,1,3,18,4,
670,2015.10.03,12,39,2145,92680,1483948,1191725219 ,61114114 ,1111166 ,11,18,26,27,40,41,25,11,7,8,1,13,1,
669,2015.09.26,6,52,1949,93078,1531364,2708173188 ,52080254 ,1389520 ,7,8,20,29,33,38,9,7,1,12,9,4,5,
668,2015.09.19,5,56,1873,89414,1452289,2991158625 ,44511290 ,1330824 ,12,14,15,24,27,32,3,12,2,1,9,3,5,
667,2015.09.12,7,40,1543,81344,1368363,2228764393 ,65005629 ,1685176 ,15,17,25,37,42,43,13,15,2,8,12,5,1,
666,2015.09.05,6,47,1947,93631,1493940,2396901063 ,50997895 ,1231074 ,2,4,6,11,17,28,16,2,2,2,5,6,11,
665,2015.08.29,4,30,1790,87227,1430205,3643230375 ,80960675 ,1356883 ,5,6,11,17,38,44,13,5,1,5,6,21,6,
664,2015.08.22,10,44,1530,77395,1320082,1536801338 ,58212172 ,1674076 ,10,20,33,36,41,44,5,10,10,13,3,5,3,
663,2015.08.15,7,60,1627,84092,1386028,2080244143 ,40449192 ,1491673 ,3,5,8,19,38,42,20,3,2,3,11,19,4,
662,2015.08.08,8,43,1787,88493,1426759,1689733688 ,52394844 ,1260761 ,5,6,9,11,15,37,26,5,1,3,2,4,22,
661,2015.08.01,8,63,1830,87840,1426883,1713025547 ,36254509 ,1248107 ,2,3,12,20,27,38,40,2,1,9,8,7,11,
660,2015.07.25,10,48,1951,88247,1408802,1421272575 ,49349743 ,1214141 ,4,9,23,33,39,44,14,4,5,14,10,6,5,
659,2015.07.18,11,40,1765,85028,1396789,1336604216 ,61261027 ,1388352 ,7,18,19,27,29,42,45,7,11,1,8,2,13,
658,2015.07.11,9,38,1678,82738,1364069,1634031375 ,64501239 ,1460696 ,8,19,25,28,32,36,37,8,11,6,3,4,4,
657,2015.07.04,9,52,1562,78396,1325593,1694762792 ,48887389 ,1627494 ,10,14,19,39,40,43,23,10,4,5,20,1,3,
656,2015.06.27,2,48,1747,83772,1385757,7330002750 ,50902797 ,1398589 ,3,7,14,16,31,40,39,3,4,7,2,15,9,
655,2015.06.20,9,41,1610,77437,1281655,1661439625 ,60784377 ,1547926 ,7,37,38,39,40,44,18,7,30,1,1,1,4,
654,2015.06.13,8,69,1787,77788,1282725,1879301391 ,36315003 ,1402203 ,16,21,26,31,36,43,6,16,5,5,5,5,7,
653,2015.06.06,14,56,1997,88995,1419408,980958670 ,40873278 ,1146172 ,5,6,26,27,38,39,1,5,1,20,1,11,1,
652,2015.05.30,5,36,1504,75739,1280663,3003483525 ,69525082 ,1664165 ,3,13,15,40,41,44,20,3,10,2,25,1,3,
651,2015.05.23,8,35,1684,82567,1365832,1855306454 ,70678342 ,1468968 ,11,12,16,26,29,44,18,11,1,4,10,3,15,
650,2015.05.16,5,45,1814,87030,1429743,2849298900 ,52764795 ,1308940 ,3,4,7,11,31,41,35,3,1,3,4,20,10,
649,2015.05.09,5,45,1689,80347,1313125,2948042100 ,54593373 ,1454531 ,3,21,22,33,41,42,20,3,18,1,11,8,1,
648,2015.05.02,7,45,1631,80986,1318403,2120987947 ,54988577 ,1517159 ,13,19,28,37,38,43,4,13,6,9,9,1,5,
647,2015.04.25,7,44,1596,79202,1351926,2189725608 ,58060907 ,1600677 ,5,16,21,23,24,30,29,5,11,5,2,1,6,
646,2015.04.18,7,36,1522,77400,1321212,2215498393 ,71798560 ,1698258 ,2,9,24,41,43,45,30,2,7,15,17,2,2,
645,2015.04.11,4,28,1766,87873,1444728,3696297750 ,88007090 ,1395356 ,1,4,16,26,40,41,31,1,3,12,10,14,1,
644,2015.04.04,8,49,1879,87582,1401744,1831451204 ,49835407 ,1299593 ,5,13,17,23,28,36,8,5,8,4,6,5,8,
643,2015.03.28,6,43,1525,84656,1407225,2535763625 ,58971248 ,1662796 ,15,24,31,32,33,40,13,15,9,7,1,1,7,
642,2015.03.21,12,62,1815,88406,1465689,1251460438 ,40369692 ,1379020 ,8,17,18,24,39,45,32,8,9,1,6,15,6,
641,2015.03.14,8,50,1565,79145,1340371,1990074563 ,53068655 ,1695485 ,11,18,21,36,37,43,12,11,7,3,15,1,6,
640,2015.03.07,9,48,1639,85410,1404905,1728768834 ,54024027 ,1582156 ,14,15,18,21,26,35,23,14,1,3,3,5,9,
639,2015.02.28,4,45,1628,84861,1439719,4061185219 ,60165707 ,1663058 ,6,15,22,23,25,32,40,6,9,7,1,2,7,
638,2015.02.21,7,41,1719,84781,1422596,2229403179 ,63438302 ,1513072 ,7,18,22,24,31,34,6,7,11,4,2,7,3,
637,2015.02.14,4,45,1637,82147,1369826,3899241094 ,57766535 ,1587963 ,3,16,22,37,38,44,23,3,13,6,15,1,6,
636,2015.02.07,8,44,1973,90830,1461300,1832362219 ,55526128 ,1238292 ,6,7,15,16,20,31,26,6,1,8,1,4,11,
635,2015.01.31,8,35,1650,85675,1427626,1855587235 ,70689038 ,1499465 ,11,13,25,26,29,33,32,11,2,12,1,3,4,
634,2015.01.24,13,54,2208,101514,1562975,1077935106 ,43250483 ,1057757 ,4,10,11,12,20,27,38,4,6,1,1,8,7,
633,2015.01.17,12,47,1789,87613,1430227,1217257094 ,51798175 ,1360825 ,9,12,19,20,39,41,13,9,3,7,1,19,2,
632,2015.01.10,11,52,1645,78418,1320223,1432587716 ,50507901 ,1596603 ,15,18,21,32,35,44,6,15,3,3,11,3,9,
631,2015.01.03,4,46,1676,85710,1491785,3919853532 ,56809472 ,1559210 ,1,2,4,23,31,34,8,1,1,2,19,8,3,
630,2014.12.27,3,48,1631,84380,1420745,4836305500 ,50378183 ,1482620 ,8,17,21,24,27,31,15,8,9,4,3,3,4,
629,2014.12.20,5,34,1321,68554,1183752,2919433575 ,71554745 ,1841682 ,19,28,31,38,43,44,1,19,9,3,7,5,1,
628,2014.12.13,9,37,1628,80147,1323978,1499942875 ,60808495 ,1382012 ,1,7,12,15,23,42,11,1,6,5,3,8,19,
627,2014.12.06,10,35,1532,74824,1243945,1352230650 ,64391936 ,1471096 ,2,9,22,25,31,45,12,2,7,13,3,6,14,
626,2014.11.29,8,45,1766,86261,1371217,1717871110 ,50899885 ,1296996 ,13,14,26,33,40,43,15,13,1,12,7,7,3,
625,2014.11.22,5,45,1654,82014,1354445,2765184675 ,51207124 ,1393181 ,3,6,7,20,21,39,13,3,3,1,13,1,18,
624,2014.11.15,5,61,1574,78840,1309900,2763729450 ,37755867 ,1463220 ,1,7,19,26,27,35,16,1,6,12,7,1,8,
623,2014.11.08,8,35,1456,73522,1245962,1813702594 ,69093433 ,1660900 ,7,13,30,39,41,45,25,7,6,17,9,2,4,
622,2014.11.01,9,34,1629,77626,1270437,1630598292 ,71938160 ,1501472 ,9,15,16,21,28,34,24,9,6,1,5,7,6,
621,2014.10.25,6,62,1555,82843,1336734,2359723500 ,38060057 ,1517508 ,1,2,6,16,19,42,9,1,1,4,10,3,23,
620,2014.10.18,7,44,1661,78155,1266599,2028283233 ,53780238 ,1424643 ,2,16,17,32,39,45,40,2,14,1,15,7,6,
619,2014.10.11,3,59,1712,83710,1355209,4612479375 ,39088809 ,1347103 ,6,8,13,30,35,40,21,6,2,5,17,5,5,
618,2014.10.04,5,45,1581,75243,1260882,2881326225 ,53357894 ,1518726 ,8,16,25,30,42,43,15,8,8,9,5,12,1,
617,2014.09.27,8,43,1993,93731,1481805,1629701860 ,50533391 ,1090284 ,4,5,11,12,24,27,28,4,1,6,1,12,3,
616,2014.09.20,9,49,1700,81118,1350809,1611811250 ,49341161 ,1422187 ,5,13,18,23,40,45,3,5,8,5,5,17,5,
